id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{I3R4-A7WN68ND-6861DFNI},01/03/2010 10:43:59,DJS1127,PC-6321,Dakota.Jenna.Stark@dtaa.com,,,Farrah.Molly.Caldwell@dtaa.com,View,33798,,"By 1956, the building had collapsed, leaving only a small section standing. Monte Ne introduced the first indoor swimming pool in Arkansas, and was also the site of the only presidential convention ever held in Arkansas."
{G1N6-B2PT70QU-8582EYJR},01/04/2010 10:27:51,GLB0419,PC-0340,Grady.Leo.Best@dtaa.com,,,Roy_Kaseem@harris.com,View,30179,,"Players must actively seek out other players through their Xbox Live Friends list, using the party invite system, or the LAN search feature to play multiplayer matches with their own custom rules and customized maps. Halo 3 won the Edge Award For Interactive Innovation in August 2008. To activate the ring, the Chief rescues Cortana, who has the Activation Index of the destroyed Halo, from High Charity and destroys the city."
{J9W3-Q7PM85II-8377TLFT},01/04/2010 08:29:38,CTH0915,PC-3946,Chadwick.Thane.Huber@dtaa.com,,,Adria.Clare.Paul@dtaa.com,View,43867,,"The first 2,400 produced toys, which sold exclusively at the Berlin Zoo, sold out in only four days. On 1 April, pathology experts announced that Knut's immediate cause of death was from drowning."
{S9P5-X0UW31AV-8800HMXR},01/04/2010 10:49:06,CMD0613,PC-8839,Castor.Malcolm.Dean@dtaa.com,,,Carla.Larissa.Armstrong@dtaa.com,View,47416,,"File:Bundesarchiv Bild 192-067, KZ Mauthausen, Erschossener Haftling.jpg|Shot prisoner File:Bundesarchiv Bild 192-210, KZ Mauthausen, Hinrichtung Bonarewitz.jpg|Execution of Bonarewitz, a prisoner who attempted an escape. In January 1944, similar tunnels were also built beneath the village of Sankt Georgen by the inmates of Gusen II sub-camp (code-named Bergkristall). This allowed many of them not only to evade the risk of starvation, but also to help other prisoners who had no relatives outside the camps - or who were not allowed to receive parcels. The Soviet prisoners of war were a major part of the first groups to be gassed in the newly-built gas chamber in early 1942."
{T2P7-H9HS75RF-9539LKYU},01/02/2010 12:50:28,SRS0129,PC-7008,Kirestin_Fleming@yahoo.com,Samuel_Shaw@sbcglobal.net,,Samuel_Shaw@sbcglobal.net,Send,28142,,"Thus, he expressed confusion at its being considered a romantic song. When asked how they chose the release date, Fanning jokingly said ""the release date is timed to coincide with the Olympics, when all the visitors are here ... they can go into HMV and pick it up."" The single is Powderfinger's most successful to date; it peaked at number four on the Australian ARIA Singles Chart, and charted in the United States on the Hot Modern Rock Tracks chart-the first Powderfinger song to do so. It was common for a community to have shared ownership of an oven to ensure that the bread baking essential to everyone was made communal rather than private. In the Late Middle Ages, the production of moonshine started to pick up, especially in the German-speaking regions."
{Z6K3-E8TY39BV-9208SXLQ},01/04/2010 11:29:23,LRS1168,PC-5678,Leila.Remedios.Sherman@dtaa.com,,,Travis.Gregory.Conrad@dtaa.com,View,28800,,"The track was used by Barack Obama as the entrance theme for his presidential candidacy announcement in Springfield, Illinois on 10 February 2007, and it was played before his acceptance speech at the 2008 Democratic National Convention. Planning for the project began as soon as U2 became aware the arena was available (a result of the NHL lockout of 2004-2005). Sound engineer Joe O'Herlihy believed Clayton's bass in the live setting to be ""the driving implement that pushes the sound along"". Despite parish registers existing from 1681, and Bishop's transcripts that go back to 1562, it is difficult to date the building as it has a mishmash of styles, although its origins are probably 13th century. Healthcare is provided by the United Lincolnshire Hospitals NHS Trust, and a doctors' surgery operates in North Lane."
{W9K1-V6QU10QW-4594LNMJ},01/04/2010 11:24:18,RLR0365,PC-4441,Roth.Leo.Reed@dtaa.com,,,Rogan_Sanchez@lockheedmartin.com,View,19599,,"Ten years after, the prize was the center of a scandal, involving on one side the dramatist Ion Luca Caragiale and, on the other, the cultural establishment formed around members of the National Liberal Party, including Hasdeu and Dimitrie Sturdza. In his Autobiography, the Romanian philosopher Mircea Eliade indicated that it was likely that his ancestors, whose original surname was Ieremia, had adopted the new name as a tribute to Heliade Radulescu, whom they probably admired."
{Q0O1-N8YS14IF-1831JRWV},01/04/2010 11:26:12,EKS3724,PC-8331,Eliana.Katell.Spencer@dtaa.com,,,Beau.Nehru.Kidd@dtaa.com,View,19873,,"This production of Sylvia, the Royal Ballet's third, performed November 4 to December 3, 2004, as a part of the ""Ashton 100"" celebration, a season dedicated to the company's founder. At the premiere in 2004, the lead was Yuan Yuan Tan. File:Bundesarchiv Bild 192-358, KZ Mauthausen, Himmlervisite.jpg|Himler visite File:Bundesarchiv Bild 192-208, KZ Mauthausen, Sowjetische Kriegsgefangene.jpg|Soviet POWs standing before a barracks in Mauthausen Concentration Camp File:KZ Mauthausen.jpg|Liberated prisoners give rousing welcome to Cavalrymen of the 11th Armored Division. By 6 May all the remaining sub-camps of the Mauthausen-Gusen camp complex, with the exception of the two camps in the Loibl Pass, were also liberated by American forces."
{O6E2-R3IG74FM-8053AQCJ},01/02/2010 10:02:24,UMB0055,PC-1021,Ursa.Melinda.Bentley@dtaa.com,,,Sarah.Whitehead@hp.com,View,21221,,"The six TBFs in the first strike force, having become separated from their strike group, missed finding the Japanese carriers and eventually turned back towards Hornet. The number of aircrew and pilot losses in the battle included 57 from the Zuikaku, 55 from the Shokaku, 27 from the Junyo, and nine from the Zuiho. The breeding males' blue plumage, particularly the ear-coverts, is highly iridescent due to the flattened and twisted surface of the barbules. It is not unusual for a pair bond to hatch and raise two broods in one breeding season, and helpers tend to lessen the stress on the breeding female rather than increase the overall number of feedings."
{B4Q2-T1VK57GU-1960ZFML},01/04/2010 12:17:12,DSB2734,PC-7737,Dominic.Seth.Bender@dtaa.com,,,ARR123@hp.com,View,31844,,"German defence minister Franz Josef Strauss began to oppose the common tank project. During the action, Qatari AMX-30s knocked out three Iraqi T-55s and captured four more."
{C3W8-P5QW31ZS-9670BJMV},01/04/2010 08:19:39,VDB0247,PC-1447,Vaughan.Dustin.Bender@dtaa.com,,,SWB1213@raytheon.com,View,28247,,"Volition, he thought, was the Idea evolved from the abstract state to a concrete state, from its generative fluid to a solid expression.... In May 1832, Balzac suffered a head injury when his tilbury carriage crashed in a Parisian street. Critical reaction was overwhelmingly negative, due mostly to the book's lack of sustaining narrative. The zoo's bear expert, Heiner Klos, however, said that Knut's behavior was ""all part of being a polar bear."" His death was caused by drowning after he collapsed into his enclosure's pool while suffering from encephalitis."
{F2L1-L3VC63GK-8010QGZV},01/04/2010 06:56:01,MUH3099,PC-9419,Myra.Urielle.Hunt@dtaa.com,,,Galvin.Mark.Irwin@dtaa.com,View,33179,,"He proposed that Western Australia had been colonised on two separate occasions, once by a common ancestor of all three forms (which became the Long-billed Black Cockatoo), and later by what has become the Short-billed Black Cockatoo. On the mainland, it is found from the vicinity of Gin Gin and Gympie in south and central eastern Queensland, south through New South Wales, where it occurs along the Great Dividing Range and to the coast, and into and across most of Victoria bar the northern and northwestern corner, to the Coorong and Mount Lofty Ranges in southeastern South Australia. It was also reported that pollutant concentrations were being affected by the change in the make up of the vehicle fleet. On the first day 190,000 vehicles moved into or within the zone during charging hours, a decrease of around 25% on normal traffic levels, partly due to it also being the half-term school holiday."
{C0J3-G8EU61AN-3276GJQP},01/04/2010 08:21:36,GJS3352,PC-0126,Robin.Anika.Fuller@dtaa.com,Bertha.Neve.Buckley@dtaa.com,,Galvin.Joseph.Stark@dtaa.com,Send,26209,,"The writer expanded upon the premise so that its presentation in the story would add subtext and allegory. After the series concluded, the individual issues were collected and sold in trade paperback form. In ""Marooned"", a young mariner (called ""The Sea Captain"") journeys to warn his home town of the coming of the Black Freighter, after he survives the destruction of his own ship. The module, which was endorsed by Moore, adds details to the series' backstory by portraying events that occurred in 1966."
{G5I8-M4KJ88HV-3631SVIJ},01/04/2010 12:50:29,XEJ0773,PC-4649,Xerxes.Emmanuel.James@dtaa.com,,,Alika.Mercedes.Douglas@dtaa.com,View,26068,,"Such forms are not used by peers and princes, except when the names of the former are written out in their fullest forms. Knights and Ladies are also entitled to receive heraldic supporters. The Order of the Thistle, which pertains to Scotland, is the second-most senior in precedence. James VII claimed that he was reviving an earlier Order, but this issue is marked by widely varying claims."
{I6V9-G4YB14SC-6228LTQL},01/04/2010 06:55:57,MUH3099,PC-9419,Stuart.Seth.Silva@dtaa.com,,,Myra.Urielle.Hunt@dtaa.com,Send,71719,,"At about 8:45 a.m., satisfied at the weakness in the enemy center, Napoleon asked Soult how long it would take for his men to reach the Pratzen Heights, to which the Marshal replied, ""Less than twenty minutes sire."" The men at Boulogne formed the core for what Napoleon would later call La Grande Armee. At the start, this French army had about 200,000 men organized into seven corps, which were large field units that contained 36 to 40 cannon each and were capable of independent action until other corps could come to the rescue. Having been defeated twice in recent memory by France, and being keen on revenge, Austria joined the coalition a few months later. The horse artillery of the Guard also inflicted heavy casualties on the Russian cavalry and fusiliers."
{T7H2-T4VG52RP-0686EUKD},01/04/2010 11:01:29,CFS1611,PC-0702,Abbot-Hopkins@yahoo.com,Savannah.L.Clarke@earthlink.net,Cassady_F_Summers@verizon.net,Cassady_F_Summers@verizon.net,Send,1258254,C:\CFS1611\UVA9FDV1.doc(11061);C:\GZE2OHO1.doc(1217700),"Red-billed Choughs can also carry mites, but a study of the feather mite Gabucinia delibata, acquired by young birds a few months after fledging when they join communal roosts, suggested that this parasite actually improved the body condition of its host. Legend also holds that after the last Cornish Chough departs from Cornwall, then the return of the Chough, as happened in 2001, will mark the return of King Arthur."
{I5Z7-B3MV53ZU-8619LNEJ},01/04/2010 09:27:27,OBH3008,PC-9101,Watson-Kane@yahoo.com;HHD9@juno.com,,,Howe-Oliver@optonline.net,Send,41298,,"During their time in Afghanistan, the Marines from 3rd Battalion engaged the Taliban in 22 firefights. During the exercise, Third Battalion made a night airlift using over 60 helicopters. The proposed document also drew from the constitutions of other states in the United States, including Louisiana, Missouri, and Tennessee. The document called for trial by jury, a distinct departure from Mexican law, which required that trials be heard by the local alcalde."
{H3V9-L9PT85NZ-9306JVGL},01/04/2010 12:24:50,EZP3568,PC-0735,Ebony.Zelda.Petersen@dtaa.com,,,Frost-Gray@hp.com,View,19351,,"Like all penguins, it is flightless, with a streamlined body and wings stiffened and flattened into flippers for a marine lifestyle. One of six species of crested penguin, it is very closely related to the Royal Penguin, and some authorities consider the two to be a single species. The Roosters led 8-6 at half time but were overrun in the second half. At the Sydney Football Stadium, the Roosters have a 59% win record from 256 games with a 58% and 55% win record at their old grounds the Sydney Sports Ground and the Sydney Cricket Ground respectively."
